OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
13707,Sand Lake,Wildfire Daily Fire Perimeter,Infrared Image,228.325591927571,2021/09/14 14:08:59+00,2021/09/14 14:08:59+00,,228.335760472341,{301B3B80-8DF4-4F65-A4FA-1E28EC4A7E7C},2021 NIFS,,DEFAULT,228.357,2021/10/28 21:30:00+00,,228,80,MTDDC,3000000,,,,Minimal,Creeping,Smoldering,Single Tree Torching,Undetermined,,,N9DB,,2021/09/01 17:53:00+00,Type 5 Incident,,0,0,100,0,P1,0102,NRCC,2021/10/28 21:00:00+00,2021/10/21 21:00:00+00,2021/10/28 21:00:00+00,F,Type 4 IC,Sand Lake,"12 miles Northeast of Wisdom, MT",WF,FI,45.65276,-113.2532,2,,{5A14C40B-FDFF-43A1-B461-CA2730082F44},,0,1,0,0,0,0,006386,100,0,,Beaverhead,MTDDC,30001,FS,MTBDF,,USFS,Federal,,,,,,,NR09,FS,MTBDF,US-MT,,,Timber (Grass and Understory),Brush (2 feet),,2021-MTBDF-006386,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2021/09/03 16:35:50+00,,IRWIN,,2021/11/16 15:08:54+00,2021/09/01 19:33:21+00,{4FBD52C9-C97B-4F2E-8DD7-FAAC7480EC7E},0.084706683113429,-0.000106657008905856
13708,Four-Legged Fire,Wildfire Daily Fire Perimeter,Hand Sketch,15,2021/08/01 21:29:32+00,2021/09/02 16:11:49+00,2021/08/02 01:46:38+00,20.6010764073538,{D29AA25E-507D-417D-BB06-19D8D2D5098D},2021 NIFS,,DEFAULT,20.6,2021/08/02 00:06:00+00,2021/08/02 13:34:59+00,20.6,15,MNMNCC,,,,,,,,,Human,Camping,Campfire,,,2021/08/01 20:46:38+00,,2021/09/02 16:03:07+00,,,,,,,EACC,,,,,,Four-Legged Fire,,WF,FI,,,,2021/08/01 20:53:00+00,{300D8EC6-070A-4408-8500-4D3E49819E05},1,0,,,,,,111109,,,,Clearwater,MNMNCC,27029,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass,,,,,2021-MNMNS-111109,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/09/02 18:13:59+00,2021/08/01 21:29:22+00,{B1163B11-D203-4D0D-9290-EBA190C9AA03},0.0143533938588686,-9.97810712133857e-06
13709,Willow,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/09/02 17:42:37+00,2021/09/02 17:42:37+00,2021/08/07 00:35:50+00,26.3755836052411,{051BAE07-0936-4272-AB99-F140A173ECF1},FFP,EKU7,CERTIFIED,0.1,2021/08/11 23:16:00+00,2021/08/25 21:03:00+00,26,1,CODRC,,,,2021/09/02 17:42:29+00,,,,,Natural,Lightning,,N703,,2021/08/06 19:34:59+00,,2021/09/01 15:59:59+00,,,,,P2,0213,RMCC,,,,,,Willow,,WF,FI,37.57253,-108.6265,,2021/08/06 19:55:00+00,{963154DF-EEB3-4D5C-9645-DDEC73F09469},,0,1,0,0,0,,001044,,,,Montezuma,CODRC,08083,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TL3,,,,2021-COSJF-001044,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2021/08/07 22:51:32+00,,IRWIN,,2021/09/02 17:42:30+00,2021/08/06 20:38:05+00,{4D18E986-18FD-4B05-83A4-B5513C091438},0.0205148492979921,-1.08952572138159e-05
13710,Sedan,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/08/19 23:59:47+00,2021/09/02 18:15:34+00,2021/08/20 03:44:23+00,0.00949387063141397,{44DC66E6-9B25-4B48-A6AE-DA150B6B19D1},2021 NIFS,,DEFAULT,,2021/08/19 23:38:00+00,2021/08/19 23:51:00+00,0.1,0.1,MNMNCC,,,,,,,,,Human,Equipment,Motor Vehicle,,,2021/08/19 22:44:23+00,,2021/08/19 23:51:00+00,,,,,,,EACC,,,,,,Sedan,,WF,FI,,,,2021/08/19 22:50:59+00,{A744061B-4EED-4FB5-8E64-40D8FB88D9FB},1,0,,,,,,251093,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Timber,TL2,,,,2021-MNMNS-251093,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/09/02 18:15:34+00,2021/08/19 23:59:38+00,{74285EE5-3A52-4C47-B232-4C3577FE750C},0.000275272224967975,-4.55694753527359e-09
13711,Wagon,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/10/04 19:40:01+00,2021/10/04 19:40:01+00,,6.92409131509258,{4B540F82-B963-4055-92FA-ADC4225C44EF},FFP,,CERTIFIED,,2021/08/19 03:30:00+00,2021/08/19 03:30:00+00,7,3,MTMCC,,,,2021/10/04 19:39:44+00,,,,,Natural,Lightning,,N8Q6,,2021/08/19 00:03:00+00,,2021/09/02 14:00:00+00,,,,,PD,1522,NRCC,,,,,,Wagon,,WF,FI,45.68264,-103.9051,,2021/08/19 01:50:00+00,{7687293B-5D09-49A7-A618-FC73E48DD29C},,0,1,0,0,0,,000490,,,,Harding,MTMCC,46063,BLM,MTMCD,,Private,Private,,,,,,,NR16,BLM,MTMCD,US-SD,Grass,GR2,,,,2021-MTMCD-000490,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/10/04 19:39:48+00,2021/08/19 00:21:23+00,{CEE634B8-ECCC-4FDC-8FF2-1191FA876A3D},0.00992701513273971,-3.2386635096733e-06
13712,Snider,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/09/02 21:21:09+00,2021/09/02 21:21:09+00,,165.145272660428,{5F4DD37E-E070-4CD6-B38C-0B34B7346C47},FFP,,CERTIFIED,,2021/08/24 21:30:00+00,2021/08/24 21:30:00+00,165.2,30,MTMCC,,,,2021/09/02 21:21:04+00,,,,,Natural,Lightning,,N80Z,29099,2021/08/22 22:31:00+00,,2021/09/02 14:00:00+00,,,,,,,NRCC,,,,,,Snider,,WF,FI,45.90799,-106.2574,,,{208C86E6-BEED-40CE-895E-B99E5FE66717},,0,0,0,0,0,,000493,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR1,,,,2021-MTLG29-000493,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/02 21:21:04+00,2021/08/22 22:44:03+00,{55C9EB76-56C7-4C2A-9319-F48F3BB4586D},0.0340317706526122,-7.74631861700719e-05
13713,PINE MEADOW,Wildfire Daily Fire Perimeter,Mixed Methods,164.446472833297,2021/08/16 22:24:48+00,2021/09/03 00:22:07+00,2021/08/17 03:06:14+00,164.445841213815,{EECCA919-3E23-4945-8373-234CFC38AC98},2021 NIFS,,DEFAULT,,2021/08/18 01:30:00+00,2021/08/18 18:59:59+00,165,1,WANEC,,,,,,,,,Human,Other Human Cause,Structure,N8LM,,2021/08/16 22:05:59+00,,2021/09/21 23:51:59+00,,,,,PN,1522,NWCC,,,,,,PINE MEADOW,,WF,FI,47.48581,-117.4447,30,,{977E08E1-3CCD-42F5-8F08-C661E1212321},1,0,1,0,1,0,,002456,,,,Spokane,WANEC,53063,,,,Private,Private,,,,,,,NW10,DNR,WANES,US-WA,Grass,GR2,,,,2021-WANES-002456,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/11/12 21:30:31+00,2021/08/16 22:24:45+00,{40C5DB7A-3DAC-440F-BDFD-DD57D8CFAC33},0.0684825832676147,-7.94258699815601e-05
13714,Rooster Comb ,Wildfire Daily Fire Perimeter,Infrared Image,88.029297,2021/08/30 00:20:48+00,2021/09/03 00:47:52+00,2021/08/30 02:21:12+00,88.0289587854064,{5E6F86F7-3D11-4BF7-861B-279706009000},2021 NIFS,,DEFAULT,,2021/09/01 01:04:00+00,2021/09/06 19:12:00+00,130,1,WACWC,350000,,,,Minimal,Smoldering,Wind Driven Runs,,Undetermined,,,N883,,2021/08/29 23:48:59+00,Type 3 Incident,2021/09/06 19:12:00+00,0,100,0,0,PN,1522,NWCC,2021/08/31 19:15:00+00,2021/08/31 02:00:00+00,2021/08/31 19:15:00+00,F,Type 3 Team,ROOSTER COMB,3 Miles south of Wenatchee WA,WF,FI,47.38701,-120.3104,75,,{084F7F3F-D60C-4E41-B745-C66820E3C7E0},,0,1,1,0,0,0,000553,100,100,Wenatchee,Chelan,WACWC,53007,,,,Private,Private,,,,,,,NW05,DNR,WASES,US-WA,,,Tall Grass (2.5 feet),Brush (2 feet),23,2021-WASES-000553,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/09/06 19:15:04+00,2021/08/30 00:20:35+00,{C42AD345-B485-4126-B05A-85A037E02B40},0.0411450924401942,-4.24370616265727e-05
13715,Scarface,Wildfire Daily Fire Perimeter,Infrared Image,7805.62806314416,2021/09/12 12:46:59+00,2021/09/12 12:46:59+00,,7805.59871354514,{4E3AC3C8-D151-4E6C-B2B6-CE58D7B5A376},2021 NIFS,,DEFAULT,8231.6598,,,8232,1,IDCIC,520000,,,,Minimal,Backing,Smoldering,Creeping,Natural,Lightning,,N740,,2021/08/07 21:57:00+00,Type 4 Incident,2021/09/13 21:30:00+00,0,0,0,100,P4,0413,GBCC,2021/09/13 21:00:00+00,2021/09/12 21:59:59+00,2021/09/13 21:00:00+00,F,Type 4 IC, Scarface,35 Miles West of Challis,WF,FI,44.69563,-115.0097,2,2021/08/07 22:02:59+00,{C482D045-755C-4A40-AD2C-861E99A0E166},,0,0,0,0,0,0,021223,100,30,,Custer,IDCIC,16037,FS,IDSCF,,USFS,Federal,,,,,,,GB02,FS,IDSCF,US-ID,Grass-Shrub,GS2,Tall Grass (2.5 feet),Brush (2 feet),32,2021-IDSCF-021223,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2021/09/10 12:50:42+00,,IRWIN,,2021/10/26 17:06:14+00,2021/08/07 22:44:21+00,{34B58D4A-7BC7-44AF-A54A-D910A85A4670},0.958916428209617,-0.00358608219584446
13716,Old Milwaukee,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/09/03 13:31:41+00,2021/09/03 13:31:41+00,,0.00725263877530274,{60F3FF64-EC8B-4589-AD56-0038192360D8},2021 NIFS,,DEFAULT,,2021/09/02 19:41:00+00,2021/09/02 19:44:59+00,0.1,0.1,MNMNCC,,,,,,,,,Human,Equipment,Small Engine Equipment,,,2021/09/02 19:15:12+00,,2021/09/03 13:10:00+00,,,,,,,EACC,,,,,,Old Milwaukee,,WF,FI,,,,2021/09/02 19:15:59+00,{877DC9FA-A0DC-4F39-8483-DCE1942B1D52},,0,,,,,,234070,,,,Itasca,MNMNCC,27061,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass,GR1,,,,2021-MNMNS-234070,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/09/03 13:31:16+00,2021/09/03 13:10:27+00,{2C35D7C5-8B6A-496C-A56C-9F2C5AF368B4},0.000245038548627777,-3.49213412500412e-09
13717,Spring,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/09/03 15:54:11+00,2021/09/03 15:54:11+00,,5.95032825496074,{63125AE0-9908-42B7-94D4-3FD422ADF3DA},2021 NIFS,,DEFAULT,,2021/08/25 13:30:00+00,2021/08/25 19:34:59+00,6,3.7,MTMCC,,,,,,,,,Natural,Lightning,,N8X5,,2021/08/24 18:06:00+00,,2021/09/03 14:00:00+00,,,,,PD,1522,NRCC,,,,,,Spring,,WF,FI,45.74293,-103.5482,,2021/08/24 19:30:00+00,{F7A942C8-5026-4B22-AD56-658F8C8B908A},,0,1,0,0,0,,000504,,,,Harding,MTMCC,46063,FS,MTCGF,,USFS,Federal,,,,,,,NR16,BLM,MTMCD,US-SD,Grass,GR2,,,,2021-MTMCD-000504,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/09/03 15:54:52+00,2021/08/24 21:10:40+00,{91741239-C5AF-4A61-853A-2EBC0603710C},0.00814893039754626,-2.78391353209205e-06
13718,Sly,Wildfire Daily Fire Perimeter,GPS-Walked,,2021/11/30 23:19:53+00,2021/11/30 23:19:53+00,,293.985662382471,{7C632A98-E80F-40CE-BE14-CE130E2EAFB3},FFP,,CERTIFIED,,2021/08/28 00:59:59+00,2021/08/29 21:59:59+00,294,10,MTMCC,,,,2021/11/30 23:19:50+00,,,,,Natural,Lightning,,N8ZX,,2021/08/26 03:32:00+00,,2021/09/03 14:00:00+00,,,,,PD,1522,NRCC,,,,,,Sly,,WF,FI,45.57724,-105.8907,,2021/08/26 03:59:59+00,{446BDC99-5259-46A6-870C-3825BCA9FC96},,0,1,0,0,0,,000507,,,,Powder River,MTMCC,30075,FS,MTCGF,,USFS,Federal,,,,,,,NR14,BLM,MTMCD,US-MT,Timber,TU1,,,,2021-MTMCD-000507,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/11/30 23:19:51+00,2021/08/26 06:09:21+00,{454B2EDF-59F1-4A71-B41F-4E438792724C},0.0520558258870691,-0.000137144749999976
13719,Lost Dog,Wildfire Daily Fire Perimeter,Mixed Methods,2.50845388,2021/11/03 22:05:40+00,2021/11/03 22:05:40+00,,2.51025517765304,{46278C39-1FCD-4C28-8DAE-2B7D13100C04},FFP,,CERTIFIED,,2021/09/04 01:10:00+00,2021/09/04 01:10:00+00,4,1,IDCDC,,,,2021/11/03 22:05:13+00,,,,,Human,Camping,Campfire,N9EN,,2021/09/02 17:09:00+00,,2021/10/15 19:34:59+00,,,,,P1,0104,NRCC,,,,,,Lost Dog,,WF,FI,48.25795,-116.2388,0.1,2021/09/02 21:33:59+00,{00FD6D3D-2163-4B8B-B2DB-80C910CDB397},,0,1,0,0,0,,000841,,,,Bonner,IDCDC,16017,FS,IDIPF,,USFS,Federal,,,,,,,NR01,FS,IDIPF,US-ID,Brush,SH2,,,,2021-IDIPF-000841,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/11/03 22:05:31+00,2021/09/02 21:58:21+00,{ABB9B2A1-A5EB-4C32-8381-99D04CCB69EE},0.00750311534562652,-1.2303914374685e-06
13720,Knife Ridge - Dawson,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/09/03 16:42:20+00,2021/09/03 16:42:20+00,,141.829993497075,{2634FBDB-920C-4B69-860E-224642E4D85E},FFP,,CERTIFIED,,2021/09/01 23:00:00+00,2021/09/01 23:00:00+00,141.8,141.8,MTMCC,,,,2021/09/03 16:42:18+00,,,,,Human,Equipment,,,16011,2021/09/01 18:27:59+00,,2021/09/01 23:00:00+00,,,,,,,NRCC,,,,,,Knife Ridge - Dawson,,WF,FI,47.29541,-104.5346,,,{255EF554-2B9D-4327-BD47-D894348DFE27},,0,0,0,0,0,,000527,,,,Dawson,MTMCC,30021,C&L,MTLG16,,Private,Private,,,,,,,NR16,C&L,MTLG16,US-MT,Grass,GR2,,,,2021-MTLG16-000527,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/03 16:42:19+00,2021/09/02 16:01:26+00,{5811DEA2-2CE7-4C06-BE07-B12BCB64A9E8},0.0736721645608073,-6.82645671627629e-05
13721,Baler - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/09/03 17:19:40+00,2021/09/03 17:19:40+00,,0.10554429486028,{C56E47D9-736B-40E9-AA55-C1BF833BBC41},FFP,,CERTIFIED,,2021/07/24 00:00:00+00,2021/07/24 00:00:00+00,0.1,0.1,MTMCC,,,,2021/09/03 17:19:27+00,,,,,Human,Equipment,Farming Equipment,,29099,2021/07/23 21:53:00+00,,2021/07/24 00:00:00+00,,,,,,,NRCC,,,,,,Baler - Rosebud,,WF,FI,46.29694,-107.004,,,{23463498-5B97-400C-AF14-48E911C3EE25},,0,0,0,0,0,,000514,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000514,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/03 17:19:28+00,2021/08/26 21:31:14+00,{88F5DD6B-19D5-4BDB-8A24-6149F0932A24},0.000941922176271421,-4.98719049350252e-08
13722,Mile Marker 140,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/09/01 19:37:03+00,2021/09/03 18:01:09+00,2021/09/01 23:55:11+00,11.1097349383149,{336A52A9-B9E5-4C21-916B-76B354A4CA96},2021 NIFS,,DEFAULT,11.11,2021/09/01 23:00:00+00,2021/09/02 00:59:59+00,10,1,MNMNCC,,,,,,,,,Human,Equipment,,,,2021/09/01 18:55:11+00,,2021/09/07 17:00:00+00,,,,,,,EACC,,,,,,Mile Marker 140,,WF,FI,,,,2021/09/01 19:05:00+00,{D9DE5333-90BA-458F-86C6-E3D7DC595D02},,0,,,,,,245032,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,,,,,,2021-MNMNS-245032,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/09/22 15:20:16+00,2021/09/01 19:36:50+00,{E704DE3F-0A24-4012-8140-B6CB371153A7},0.0747914016938812,-5.46136074149038e-06
13723,Prater Red 2,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/11/30 21:15:07+00,2021/11/30 21:15:37+00,,42.8685021810707,{7335AF51-050E-47DC-B3A2-906C5AB6E242},2021 NIFS,,CERTIFIED,42.87,2021/09/08 14:00:00+00,2021/09/09 01:15:00+00,42,11,IDCDC,,,,2021/11/30 21:16:22+00,,,,,Human,Incendiary,Arson-Vandalism,N9DX,,2021/09/02 10:11:00+00,,2021/10/15 19:55:00+00,,,,,PN,1522,NRCC,,,,,,Prater Red 2,,WF,FI,48.556117,-117.231117,11,2021/09/02 12:20:00+00,{A7881078-F760-44BC-8E55-4913EEF174C0},1,0,1,0,0,0,,000840,,,,Bonner,IDCDC,16017,DL,IDPOS,,State,Other,,,,,,,NR01,DL,IDPOS,US-ID,Grass-Shrub,GS2,,,,2021-IDPOS-000840,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/11/30 21:16:23+00,2021/09/02 13:16:30+00,{50BBBE38-E17C-47AC-AE98-9C3F4BCEB8DB},0.0237474052102681,-2.10339802328133e-05
13724,Devils Club Creek 3,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/09/03 14:46:57+00,2021/09/03 14:46:57+00,,50.0671834674447,{91022E64-B7D9-4807-B08E-FD50CFA69461},FFP,EKS5,CERTIFIED,,2021/07/31 23:00:00+00,2021/08/26 15:56:00+00,300,1,IDCDC,2000,,,2021/09/03 14:46:53+00,,,,,Natural,Lightning,,,,2021/07/09 00:50:24+00,,2021/08/26 15:56:00+00,,,,,P1,,NRCC,,,,,,Devils Club Creek 3,,WF,FI,46.96215,-115.6738,,2021/07/09 00:52:00+00,{E434D127-C80D-43A8-910A-F8A52D9AC751},,0,1,0,0,0,0,000434,100,100,,Shoshone,IDCDC,16079,FS,IDIPF,,USFS,Federal,,,,,,,NR03,FS,IDIPF,US-ID,Timber,TU5,,,,2021-IDIPF-000434,Pending Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,,,IRWIN,,2021/09/03 14:46:53+00,2021/07/09 00:50:52+00,{E65C4B10-9A59-4262-8DBE-D68E4C26C733},0.0228397186470157,-2.39460332978274e-05
13726,LITTLE MONEY,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/11/03 17:33:41+00,2021/11/03 17:33:41+00,,64.2701535893277,{027AA9CC-FF5D-466F-BCE7-2FD034BAAB16},FFP,,CERTIFIED,,2021/06/06 21:01:00+00,2021/06/13 21:59:59+00,64,,MTFHA,,,,2021/11/03 17:33:24+00,,,,,Natural,Lightning,,N149,,2021/06/04 20:21:00+00,,2021/06/15 18:30:00+00,,,,,,,NRCC,,,,,,LITTLE MONEY,,WF,FI,,,,,{CB623533-216E-4F87-82DF-834B0D8FE255},,0,1,1,0,0,,000089,,,,Sanders,MTFHA,30089,,MTSKT,,Tribal,Other,,,,,,,NR04,BIA,MTFHA,US-MT,,,,,,2021-MTFHA-000089,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/11/03 17:33:30+00,2021/06/04 22:53:29+00,{2020BBBC-601F-4E8C-B69F-7B2F877FABB4},0.0251560917654713,-3.09572977186638e-05
13727,FINLEY,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/10/14 23:01:17+00,2021/10/14 23:01:17+00,,18.4036389404003,{F8AC99D2-48A8-4488-A171-611A2368E114},FFP,,CERTIFIED,,2021/08/01 22:30:00+00,2021/08/10 16:28:59+00,18,,MTFHA,,,,2021/10/14 23:01:07+00,,,,,Human,Incendiary,,N6V1,,2021/07/25 21:23:00+00,,2021/08/20 20:29:59+00,,,,,,,NRCC,,,,,,FINLEY,,WF,FI,,,,,{F5D4C139-74A8-43B1-B6D5-BB0AACE5520D},,0,1,1,0,0,,000155,,,,Missoula,MTFHA,30063,,MTSKT,,Tribal,Other,,,,,,,NR04,BIA,MTFHA,US-MT,,,,,,2021-MTFHA-000155,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/10/14 23:01:09+00,2021/07/25 22:11:19+00,{AA46A9EA-1831-44E4-800E-635280CAB6B7},0.019388490984141,-8.8195149810837e-06
13728,SOUTH VALLEY 2,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/10/13 19:48:26+00,2021/10/13 19:48:26+00,,0.753340904575764,{C5BC1B27-17A0-4344-9C1A-8418A3D06757},FFP,,CERTIFIED,,2021/07/05 00:00:00+00,2021/07/09 21:00:00+00,0.5,,MTMDC,,,,2021/10/13 19:48:23+00,,,,,Human,Incendiary,,N4TD,,2021/07/04 21:27:00+00,,2021/07/09 21:00:00+00,,,,,,,NRCC,,,,,,SOUTH VALLEY 2,,WF,FI,,,,,{AB161433-DE2D-4AA3-A24E-A0BCD6E26D13},1,0,0,1,0,0,,000118,,,,Lake,MTFHA,30047,,MTSKT,,Tribal,Other,,,,,,,NR04,BIA,MTFHA,US-MT,,,,,,2021-MTFHA-000118,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/10/13 19:48:24+00,2021/07/05 00:03:53+00,{33EBCFF1-563A-447D-AD28-DE83932E7965},0.00305583047396983,-3.61985858837014e-07
13729,SQUEQUE,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/10/14 23:07:21+00,2021/10/14 23:07:21+00,,26.7368908969511,{5FF92D59-A76B-470D-8A68-92D84DB358FE},FFP,,CERTIFIED,,2021/04/07 21:30:00+00,2021/04/08 23:00:00+00,27,,MTFHA,,,,2021/10/14 23:07:18+00,,,,,Human,Debris/Open Burning,Broadcast/Prescribed Burn,NX1U,,2021/04/07 18:10:00+00,,2021/04/09 21:59:59+00,,,,,,,NRCC,,,,,,SQUEQUE,,WF,FI,,,,,{C5CF24AF-1727-4A4E-8D20-1374F65A05A2},1,0,0,1,0,0,,000070,,,,Lake,MTFHA,30047,,MTSKT,,Tribal,Other,,,,,,,NR04,BIA,MTFHA,US-MT,,,,,,2021-MTFHA-000070,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/10/14 23:07:19+00,2021/04/07 20:24:16+00,{5C5D17C3-1F35-44D8-BEFD-C0D6FF5FD0F7},0.015093337736118,-1.28485152815443e-05
13730,NORTH CROW,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/10/14 19:46:29+00,2021/10/14 19:46:29+00,,3.75901236488727,{0F96FC6D-9925-4DC4-B432-209E5FC473A7},FFP,,CERTIFIED,,2021/07/27 00:00:00+00,2021/08/01 18:30:00+00,4,,MTFHA,,,,2021/10/14 19:46:17+00,,,,,Human,Incendiary,,N6RS,,2021/07/24 11:29:59+00,,2021/08/04 17:45:00+00,,,,,,,NRCC,,,,,,NORTH CROW,,WF,FI,,,,,{B3B09EAA-977F-4EA8-BFD6-EFDDEDE457C3},1,0,0,1,0,0,,000151,,,,Lake,MTFHA,30047,,MTSKT,,Tribal,Other,,,,,,,NR04,BIA,MTFHA,US-MT,,,,,,2021-MTFHA-000151,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/10/14 19:46:18+00,2021/07/24 13:07:36+00,{C1E81C2F-F48E-4881-945D-41DD9E930049},0.00701625882275054,-1.81857789097999e-06
